{'N_BLOCKING=3 M_BLOCKING=1_avg': 1.7246, 'N_BLOCKING=3 M_BLOCKING=1_best': 1.7246, 'N_BLOCKING=3 M_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=2_avg': 1.7364666666666666, 'N_BLOCKING=3 M_BLOCKING=2_best': 1.7364666666666666, 'N_BLOCKING=3 M_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=4_avg': 1.7522, 'N_BLOCKING=3 M_BLOCKING=4_best': 1.7522, 'N_BLOCKING=3 M_BLOCKING=4_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=6_avg': 1.7412666666666667, 'N_BLOCKING=3 M_BLOCKING=6_best': 1.7412666666666667, 'N_BLOCKING=3 M_BLOCKING=6_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=8_avg': 1.7324333333333333, 'N_BLOCKING=3 M_BLOCKING=8_best': 1.7324333333333333, 'N_BLOCKING=3 M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 57600, 'xsmm_reference_avg': 1.7446333333333333, 'xsmm_reference_best': 1.7446333333333333, 'xsmm_reference_cpu_freq': 2.499953, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=3 M_BLOCKING=1_avg': 88.47420000000001, 'N_BLOCKING=3 M_BLOCKING=1_best': 88.47420000000001, 'N_BLOCKING=3 M_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=2_avg': 86.40396666666668, 'N_BLOCKING=3 M_BLOCKING=2_best': 86.40396666666668, 'N_BLOCKING=3 M_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=4_avg': 92.47626666666666, 'N_BLOCKING=3 M_BLOCKING=4_best': 92.47626666666666, 'N_BLOCKING=3 M_BLOCKING=4_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=6_avg': 96.07533333333335, 'N_BLOCKING=3 M_BLOCKING=6_best': 96.07533333333335, 'N_BLOCKING=3 M_BLOCKING=6_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=8_avg': 97.24196666666667, 'N_BLOCKING=3 M_BLOCKING=8_best': 97.24196666666667, 'N_BLOCKING=3 M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 648, 'a_nonzero': 3888, 'a_rows': 216, 'a_size': 139968, 'a_unique': 18, 'alpha': 1.0, 'beta': 0.0, 'density': 0.027777777777777776, 'mat_file': 'data/example_mats/hex/p5/gauss-legendre/m132.txt', 'size_n': 57600, 'xsmm_reference_avg': 92.92286666666668, 'xsmm_reference_best': 92.92286666666668, 'xsmm_reference_cpu_freq': 2.499977, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=3 M_BLOCKING=1_avg': 74.2888, 'N_BLOCKING=3 M_BLOCKING=1_best': 74.2888, 'N_BLOCKING=3 M_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=2_avg': 74.60503333333332, 'N_BLOCKING=3 M_BLOCKING=2_best': 74.60503333333332, 'N_BLOCKING=3 M_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=4_avg': 82.40806666666667, 'N_BLOCKING=3 M_BLOCKING=4_best': 82.40806666666667, 'N_BLOCKING=3 M_BLOCKING=4_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=6_avg': 83.73553333333332, 'N_BLOCKING=3 M_BLOCKING=6_best': 83.73553333333332, 'N_BLOCKING=3 M_BLOCKING=6_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=8_avg': 85.52510000000001, 'N_BLOCKING=3 M_BLOCKING=8_best': 85.52510000000001, 'N_BLOCKING=3 M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 216, 'a_nonzero': 3888, 'a_rows': 648, 'a_size': 139968, 'a_unique': 18, 'alpha': 1.0, 'beta': 0.0, 'density': 0.027777777777777776, 'mat_file': 'data/example_mats/hex/p5/gauss-legendre/m460.txt', 'size_n': 57600, 'xsmm_reference_avg': 78.17643333333334, 'xsmm_reference_best': 78.17643333333334, 'xsmm_reference_cpu_freq': 2.499923, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=3 M_BLOCKING=1_avg': 37.692166666666665, 'N_BLOCKING=3 M_BLOCKING=1_best': 37.692166666666665, 'N_BLOCKING=3 M_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=2_avg': 37.732033333333334, 'N_BLOCKING=3 M_BLOCKING=2_best': 37.732033333333334, 'N_BLOCKING=3 M_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=4_avg': 37.9009, 'N_BLOCKING=3 M_BLOCKING=4_best': 37.9009, 'N_BLOCKING=3 M_BLOCKING=4_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=6_avg': 37.77276666666667, 'N_BLOCKING=3 M_BLOCKING=6_best': 37.77276666666667, 'N_BLOCKING=3 M_BLOCKING=6_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=8_avg': 37.9026, 'N_BLOCKING=3 M_BLOCKING=8_best': 37.9026, 'N_BLOCKING=3 M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 343, 'a_nonzero': 294, 'a_rows': 294, 'a_size': 100842, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0029154518950437317, 'mat_file': 'data/example_mats/hex/p6/gauss-legendre-lobatto/m0.txt', 'size_n': 57600, 'xsmm_reference_avg': 36.4182, 'xsmm_reference_best': 36.4182, 'xsmm_reference_cpu_freq': 2.499981, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=3 M_BLOCKING=1_avg': 46.46933333333333, 'N_BLOCKING=3 M_BLOCKING=1_best': 46.46933333333333, 'N_BLOCKING=3 M_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=2_avg': 47.25919999999999, 'N_BLOCKING=3 M_BLOCKING=2_best': 47.25919999999999, 'N_BLOCKING=3 M_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=4_avg': 51.576766666666664, 'N_BLOCKING=3 M_BLOCKING=4_best': 51.576766666666664, 'N_BLOCKING=3 M_BLOCKING=4_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=6_avg': 51.83090000000001, 'N_BLOCKING=3 M_BLOCKING=6_best': 51.83090000000001, 'N_BLOCKING=3 M_BLOCKING=6_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=8_avg': 55.677533333333336, 'N_BLOCKING=3 M_BLOCKING=8_best': 55.677533333333336, 'N_BLOCKING=3 M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 294, 'a_nonzero': 2058, 'a_rows': 343, 'a_size': 100842, 'a_unique': 5, 'alpha': 1.0, 'beta': 0.0, 'density': 0.02040816326530612, 'mat_file': 'data/example_mats/hex/p6/gauss-legendre-lobatto/m3.txt', 'size_n': 57600, 'xsmm_reference_avg': 48.48966666666667, 'xsmm_reference_best': 48.48966666666667, 'xsmm_reference_cpu_freq': 2.499962, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=3 M_BLOCKING=1_avg': 99.28693333333334, 'N_BLOCKING=3 M_BLOCKING=1_best': 99.28693333333334, 'N_BLOCKING=3 M_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=2_avg': 99.09256666666667, 'N_BLOCKING=3 M_BLOCKING=2_best': 99.09256666666667, 'N_BLOCKING=3 M_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=4_avg': 100.32446666666667, 'N_BLOCKING=3 M_BLOCKING=4_best': 100.32446666666667, 'N_BLOCKING=3 M_BLOCKING=4_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=6_avg': 96.99313333333333, 'N_BLOCKING=3 M_BLOCKING=6_best': 96.99313333333333, 'N_BLOCKING=3 M_BLOCKING=6_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=8_avg': 99.26266666666668, 'N_BLOCKING=3 M_BLOCKING=8_best': 99.26266666666668, 'N_BLOCKING=3 M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 294, 'a_nonzero': 2058, 'a_rows': 1029, 'a_size': 302526, 'a_unique': 5, 'alpha': 1.0, 'beta': 0.0, 'density': 0.006802721088435374, 'mat_file': 'data/example_mats/hex/p6/gauss-legendre-lobatto/m6.txt', 'size_n': 57600, 'xsmm_reference_avg': 99.12086666666667, 'xsmm_reference_best': 99.12086666666667, 'xsmm_reference_cpu_freq': 2.499957, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=3 M_BLOCKING=1_avg': 189.87813333333332, 'N_BLOCKING=3 M_BLOCKING=1_best': 189.87813333333332, 'N_BLOCKING=3 M_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=2_avg': 187.43616666666668, 'N_BLOCKING=3 M_BLOCKING=2_best': 187.43616666666668, 'N_BLOCKING=3 M_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=4_avg': 192.14393333333334, 'N_BLOCKING=3 M_BLOCKING=4_best': 192.14393333333334, 'N_BLOCKING=3 M_BLOCKING=4_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=6_avg': 194.66913333333332, 'N_BLOCKING=3 M_BLOCKING=6_best': 194.66913333333332, 'N_BLOCKING=3 M_BLOCKING=6_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=8_avg': 201.75853333333333, 'N_BLOCKING=3 M_BLOCKING=8_best': 201.75853333333333, 'N_BLOCKING=3 M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 1029, 'a_nonzero': 6468, 'a_rows': 343, 'a_size': 352947, 'a_unique': 22, 'alpha': 1.0, 'beta': 0.0, 'density': 0.018325697625989172, 'mat_file': 'data/example_mats/hex/p6/gauss-legendre-lobatto/m132.txt', 'size_n': 57600, 'xsmm_reference_avg': 161.98346666666666, 'xsmm_reference_best': 161.98346666666666, 'xsmm_reference_cpu_freq': 2.499982, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=3 M_BLOCKING=1_avg': 125.15633333333334, 'N_BLOCKING=3 M_BLOCKING=1_best': 125.15633333333334, 'N_BLOCKING=3 M_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=2_avg': 127.00436666666666, 'N_BLOCKING=3 M_BLOCKING=2_best': 127.00436666666666, 'N_BLOCKING=3 M_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=4_avg': 139.06599999999997, 'N_BLOCKING=3 M_BLOCKING=4_best': 139.06599999999997, 'N_BLOCKING=3 M_BLOCKING=4_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=6_avg': 138.83626666666666, 'N_BLOCKING=3 M_BLOCKING=6_best': 138.83626666666666, 'N_BLOCKING=3 M_BLOCKING=6_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=8_avg': 145.43333333333334, 'N_BLOCKING=3 M_BLOCKING=8_best': 145.43333333333334, 'N_BLOCKING=3 M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 343, 'a_nonzero': 6468, 'a_rows': 1029, 'a_size': 352947, 'a_unique': 22, 'alpha': 1.0, 'beta': 0.0, 'density': 0.018325697625989172, 'mat_file': 'data/example_mats/hex/p6/gauss-legendre-lobatto/m460.txt', 'size_n': 57600, 'xsmm_reference_avg': 130.8058, 'xsmm_reference_best': 130.8058, 'xsmm_reference_cpu_freq': 2.499925, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=3 M_BLOCKING=1_avg': 54.942933333333336, 'N_BLOCKING=3 M_BLOCKING=1_best': 54.942933333333336, 'N_BLOCKING=3 M_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=2_avg': 55.4861, 'N_BLOCKING=3 M_BLOCKING=2_best': 55.4861, 'N_BLOCKING=3 M_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=4_avg': 59.518966666666664, 'N_BLOCKING=3 M_BLOCKING=4_best': 59.518966666666664, 'N_BLOCKING=3 M_BLOCKING=4_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=6_avg': 58.869733333333336, 'N_BLOCKING=3 M_BLOCKING=6_best': 58.869733333333336, 'N_BLOCKING=3 M_BLOCKING=6_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=8_avg': 60.68666666666666, 'N_BLOCKING=3 M_BLOCKING=8_best': 60.68666666666666, 'N_BLOCKING=3 M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 343, 'a_nonzero': 2058, 'a_rows': 294, 'a_size': 100842, 'a_unique': 7, 'alpha': 1.0, 'beta': 0.0, 'density': 0.02040816326530612, 'mat_file': 'data/example_mats/hex/p6/gauss-legendre/m0.txt', 'size_n': 57600, 'xsmm_reference_avg': 54.096900000000005, 'xsmm_reference_best': 54.096900000000005, 'xsmm_reference_cpu_freq': 2.499967, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=3 M_BLOCKING=1_avg': 46.338866666666675, 'N_BLOCKING=3 M_BLOCKING=1_best': 46.338866666666675, 'N_BLOCKING=3 M_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=2_avg': 47.3017, 'N_BLOCKING=3 M_BLOCKING=2_best': 47.3017, 'N_BLOCKING=3 M_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=4_avg': 51.5502, 'N_BLOCKING=3 M_BLOCKING=4_best': 51.5502, 'N_BLOCKING=3 M_BLOCKING=4_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=6_avg': 51.95786666666666, 'N_BLOCKING=3 M_BLOCKING=6_best': 51.95786666666666, 'N_BLOCKING=3 M_BLOCKING=6_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=8_avg': 55.52556666666667, 'N_BLOCKING=3 M_BLOCKING=8_best': 55.52556666666667, 'N_BLOCKING=3 M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 294, 'a_nonzero': 2058, 'a_rows': 343, 'a_size': 100842, 'a_unique': 7, 'alpha': 1.0, 'beta': 0.0, 'density': 0.02040816326530612, 'mat_file': 'data/example_mats/hex/p6/gauss-legendre/m3.txt', 'size_n': 57600, 'xsmm_reference_avg': 48.360033333333334, 'xsmm_reference_best': 48.360033333333334, 'xsmm_reference_cpu_freq': 2.499997, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=3 M_BLOCKING=1_avg': 99.5238, 'N_BLOCKING=3 M_BLOCKING=1_best': 99.5238, 'N_BLOCKING=3 M_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=2_avg': 98.99336666666666, 'N_BLOCKING=3 M_BLOCKING=2_best': 98.99336666666666, 'N_BLOCKING=3 M_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=4_avg': 100.5881, 'N_BLOCKING=3 M_BLOCKING=4_best': 100.5881, 'N_BLOCKING=3 M_BLOCKING=4_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=6_avg': 97.131, 'N_BLOCKING=3 M_BLOCKING=6_best': 97.131, 'N_BLOCKING=3 M_BLOCKING=6_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=8_avg': 99.36576666666666, 'N_BLOCKING=3 M_BLOCKING=8_best': 99.36576666666666, 'N_BLOCKING=3 M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 294, 'a_nonzero': 2058, 'a_rows': 1029, 'a_size': 302526, 'a_unique': 7, 'alpha': 1.0, 'beta': 0.0, 'density': 0.006802721088435374, 'mat_file': 'data/example_mats/hex/p6/gauss-legendre/m6.txt', 'size_n': 57600, 'xsmm_reference_avg': 99.5919, 'xsmm_reference_best': 99.5919, 'xsmm_reference_cpu_freq': 2.499964, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=3 M_BLOCKING=1_avg': 198.95686666666668, 'N_BLOCKING=3 M_BLOCKING=1_best': 198.95686666666668, 'N_BLOCKING=3 M_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=2_avg': 196.37373333333335, 'N_BLOCKING=3 M_BLOCKING=2_best': 196.37373333333335, 'N_BLOCKING=3 M_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=4_avg': 202.6688333333333, 'N_BLOCKING=3 M_BLOCKING=4_best': 202.6688333333333, 'N_BLOCKING=3 M_BLOCKING=4_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=6_avg': 205.60783333333333, 'N_BLOCKING=3 M_BLOCKING=6_best': 205.60783333333333, 'N_BLOCKING=3 M_BLOCKING=6_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=8_avg': 211.37646666666666, 'N_BLOCKING=3 M_BLOCKING=8_best': 211.37646666666666, 'N_BLOCKING=3 M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 1029, 'a_nonzero': 7056, 'a_rows': 343, 'a_size': 352947, 'a_unique': 24, 'alpha': 1.0, 'beta': 0.0, 'density': 0.019991670137442734, 'mat_file': 'data/example_mats/hex/p6/gauss-legendre/m132.txt', 'size_n': 57600, 'xsmm_reference_avg': 171.12303333333332, 'xsmm_reference_best': 171.12303333333332, 'xsmm_reference_cpu_freq': 2.499931, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=3 M_BLOCKING=1_avg': 129.85426666666666, 'N_BLOCKING=3 M_BLOCKING=1_best': 129.85426666666666, 'N_BLOCKING=3 M_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=2_avg': 130.69653333333335, 'N_BLOCKING=3 M_BLOCKING=2_best': 130.69653333333335, 'N_BLOCKING=3 M_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=4_avg': 143.47153333333333, 'N_BLOCKING=3 M_BLOCKING=4_best': 143.47153333333333, 'N_BLOCKING=3 M_BLOCKING=4_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=6_avg': 143.93296666666666, 'N_BLOCKING=3 M_BLOCKING=6_best': 143.93296666666666, 'N_BLOCKING=3 M_BLOCKING=6_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=8_avg': 150.72083333333333, 'N_BLOCKING=3 M_BLOCKING=8_best': 150.72083333333333, 'N_BLOCKING=3 M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 343, 'a_nonzero': 7056, 'a_rows': 1029, 'a_size': 352947, 'a_unique': 24, 'alpha': 1.0, 'beta': 0.0, 'density': 0.019991670137442734, 'mat_file': 'data/example_mats/hex/p6/gauss-legendre/m460.txt', 'size_n': 57600, 'xsmm_reference_avg': 1374.6954, 'xsmm_reference_best': 1374.6954, 'xsmm_reference_cpu_freq': 2.499967, 'xsmm_reference_kernel_type': 'dense'}
{'N_BLOCKING=3 M_BLOCKING=1_avg': 0.5786666666666667, 'N_BLOCKING=3 M_BLOCKING=1_best': 0.5786666666666667, 'N_BLOCKING=3 M_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=2_avg': 0.5843666666666666, 'N_BLOCKING=3 M_BLOCKING=2_best': 0.5843666666666666, 'N_BLOCKING=3 M_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=4_avg': 0.5927666666666667, 'N_BLOCKING=3 M_BLOCKING=4_best': 0.5927666666666667, 'N_BLOCKING=3 M_BLOCKING=4_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=6_avg': 0.6010333333333333, 'N_BLOCKING=3 M_BLOCKING=6_best': 0.6010333333333333, 'N_BLOCKING=3 M_BLOCKING=6_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=8_avg': 0.5981666666666666, 'N_BLOCKING=3 M_BLOCKING=8_best': 0.5981666666666666, 'N_BLOCKING=3 M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 4, 'a_nonzero': 16, 'a_rows': 8, 'a_size': 32, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'data/example_mats/quad/p1/gauss-legendre/m0.txt', 'size_n': 57600, 'xsmm_reference_avg': 0.5738333333333333, 'xsmm_reference_best': 0.5738333333333333, 'xsmm_reference_cpu_freq': 2.499981, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=3 M_BLOCKING=1_avg': 0.37496666666666667, 'N_BLOCKING=3 M_BLOCKING=1_best': 0.37496666666666667, 'N_BLOCKING=3 M_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=2_avg': 0.37933333333333336, 'N_BLOCKING=3 M_BLOCKING=2_best': 0.37933333333333336, 'N_BLOCKING=3 M_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=4_avg': 0.39013333333333333, 'N_BLOCKING=3 M_BLOCKING=4_best': 0.39013333333333333, 'N_BLOCKING=3 M_BLOCKING=4_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=6_avg': 0.3857666666666667, 'N_BLOCKING=3 M_BLOCKING=6_best': 0.3857666666666667, 'N_BLOCKING=3 M_BLOCKING=6_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=8_avg': 0.38843333333333335, 'N_BLOCKING=3 M_BLOCKING=8_best': 0.38843333333333335, 'N_BLOCKING=3 M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 16, 'a_rows': 4, 'a_size': 32, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'data/example_mats/quad/p1/gauss-legendre/m3.txt', 'size_n': 57600, 'xsmm_reference_avg': 0.3548666666666667, 'xsmm_reference_best': 0.3548666666666667, 'xsmm_reference_cpu_freq': 2.499909, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=3 M_BLOCKING=1_avg': 0.6184333333333334, 'N_BLOCKING=3 M_BLOCKING=1_best': 0.6184333333333334, 'N_BLOCKING=3 M_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=2_avg': 0.6204, 'N_BLOCKING=3 M_BLOCKING=2_best': 0.6204, 'N_BLOCKING=3 M_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=4_avg': 0.6315333333333334, 'N_BLOCKING=3 M_BLOCKING=4_best': 0.6315333333333334, 'N_BLOCKING=3 M_BLOCKING=4_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=6_avg': 0.6541, 'N_BLOCKING=3 M_BLOCKING=6_best': 0.6541, 'N_BLOCKING=3 M_BLOCKING=6_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=8_avg': 0.6493333333333333, 'N_BLOCKING=3 M_BLOCKING=8_best': 0.6493333333333333, 'N_BLOCKING=3 M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 16, 'a_rows': 8, 'a_size': 64, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/quad/p1/gauss-legendre/m6.txt', 'size_n': 57600, 'xsmm_reference_avg': 0.6194333333333333, 'xsmm_reference_best': 0.6194333333333333, 'xsmm_reference_cpu_freq': 2.499982, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=3 M_BLOCKING=1_avg': 0.3766666666666667, 'N_BLOCKING=3 M_BLOCKING=1_best': 0.3766666666666667, 'N_BLOCKING=3 M_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=2_avg': 0.3796666666666667, 'N_BLOCKING=3 M_BLOCKING=2_best': 0.3796666666666667, 'N_BLOCKING=3 M_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=4_avg': 0.39216666666666666, 'N_BLOCKING=3 M_BLOCKING=4_best': 0.39216666666666666, 'N_BLOCKING=3 M_BLOCKING=4_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=6_avg': 0.3887, 'N_BLOCKING=3 M_BLOCKING=6_best': 0.3887, 'N_BLOCKING=3 M_BLOCKING=6_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=8_avg': 0.39189999999999997, 'N_BLOCKING=3 M_BLOCKING=8_best': 0.39189999999999997, 'N_BLOCKING=3 M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 16, 'a_rows': 4, 'a_size': 32, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'data/example_mats/quad/p1/gauss-legendre/m132.txt', 'size_n': 57600, 'xsmm_reference_avg': 0.35546666666666665, 'xsmm_reference_best': 0.35546666666666665, 'xsmm_reference_cpu_freq': 2.499922, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=3 M_BLOCKING=1_avg': 0.5814333333333334, 'N_BLOCKING=3 M_BLOCKING=1_best': 0.5814333333333334, 'N_BLOCKING=3 M_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=2_avg': 0.5815333333333333, 'N_BLOCKING=3 M_BLOCKING=2_best': 0.5815333333333333, 'N_BLOCKING=3 M_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=4_avg': 0.5954666666666667, 'N_BLOCKING=3 M_BLOCKING=4_best': 0.5954666666666667, 'N_BLOCKING=3 M_BLOCKING=4_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=6_avg': 0.5955333333333334, 'N_BLOCKING=3 M_BLOCKING=6_best': 0.5955333333333334, 'N_BLOCKING=3 M_BLOCKING=6_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=8_avg': 0.5987666666666667, 'N_BLOCKING=3 M_BLOCKING=8_best': 0.5987666666666667, 'N_BLOCKING=3 M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 4, 'a_nonzero': 16, 'a_rows': 8, 'a_size': 32, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'data/example_mats/quad/p1/gauss-legendre/m460.txt', 'size_n': 57600, 'xsmm_reference_avg': 0.5776333333333333, 'xsmm_reference_best': 0.5776333333333333, 'xsmm_reference_cpu_freq': 2.499942, 'xsmm_reference_kernel_type': 'wide-sparse'}
